"Country, Population, Year, GDP"
"['CHL', 19039485, 'YR2019', 278598887622.96]"
"['CHL', 18701450, 'YR2018', 295857562826.427]"
"['CHL', 18368577, 'YR2017', 276154259806.312]"
"['CHL', 18083879, 'YR2016', 249344864067.964]"
"['CHL', 17870124, 'YR2015', 242450355827.827]"
"['CHL', 17687108, 'YR2014', 259560978407.095]"
"['CHL', 17509925, 'YR2013', 277395018674.682]"
"['CHL', 17341771, 'YR2012', 267024782642.389]"
"['CHL', 17173573, 'YR2011', 251382574083.741]"
"['CHL', 17004162, 'YR2010', 217051209240.298]"
"['CHN', None, 'YR2023', None]"
"['CHN', 1412175000, 'YR2022', 17963171479205.3]"
"['CHN', 1412360000, 'YR2021', 17820459508852.2]"
"['CHN', 1411100000, 'YR2020', 14687744162801]"
"['CHN', 1407745000, 'YR2019', 14279968506242.8]"
"['CHN', 1402760000, 'YR2018', 13894907857925.9]"
"['CHN', 1396215000, 'YR2017', 12310491333980.9]"
"['CHN', 1387790000, 'YR2016', 11233313730288.5]"
"['CHN', 1379860000, 'YR2015', 11061572618594.8]"
"['CHN', 1371860000, 'YR2014', 10475624944290.1]"
"['CHN', 1363240000, 'YR2013', 9570471111847.82]"
"['CHN', 1354190000, 'YR2012', 8532185381696.43]"
"['CHN', 1345035000, 'YR2011', 7551545703518.14]"
"['CHN', 1337705000, 'YR2010', 6087191746738.57]"
"['HKG', None, 'YR2023', None]"
"['HKG', 7346100, 'YR2022', 359838583490.063]"
"['HKG', 7413100, 'YR2021', 368911387845.418]"
"['HKG', 7481000, 'YR2020', 344943149590.058]"
"['HKG', 7507900, 'YR2019', 363074545072.389]"
"['HKG', 7452600, 'YR2018', 361731070995.726]"
"['HKG', 7393200, 'YR2017', 341273289534.466]"
"['HKG', 7336600, 'YR2016', 320860317562.562]"
"['HKG', 7291300, 'YR2015', 309385622601.348]"
"['HKG', 7229500, 'YR2014', 291459995978.893]"
"['HKG', 7178900, 'YR2013', 275696879834.966]"
"['HKG', 7150100, 'YR2012', 262628865879.697]"
"['HKG', 7071600, 'YR2011', 248513617677.287]"
"['HKG', 7024200, 'YR2010', 228638668727.291]"
"['MAC', None, 'YR2023', None]"
"['MAC', 695168, 'YR2022', 24042287326.5729]"
"['MAC', 686607, 'YR2021', 30969334705.0515]"
"['MAC', 676283, 'YR2020', 25343525935.8358]"
"['MAC', 663653, 'YR2019', 55082293844.1008]"
"['MAC', 650991, 'YR2018', 55190661339.7796]"
"['MAC', 638609, 'YR2017', 50383871120.8733]"
"['MAC', 626688, 'YR2016', 45070808688.9611]"
"['MAC', 615239, 'YR2015', 45048190598.3249]"
"['MAC', 604167, 'YR2014', 54902831793.5018]"
"['MAC', 593374, 'YR2013', 51536595089.2793]"
"['MAC', 582766, 'YR2012', 43189721376.9846]"
"['MAC', 571003, 'YR2011', 36845888757.1886]"
"['MAC', 557297, 'YR2010', 28241798491.593]"
"['COL', None, 'YR2023', None]"
"['COL', 51874024, 'YR2022', 343622114560.409]"
"['COL', 51516562, 'YR2021', 318511813576.97]"
"['COL', 50930662, 'YR2020', 270150956772.57]"
"['COL', 50187406, 'YR2019', 323031701210.765]"
"['COL', 49276961, 'YR2018', 334198218100.719]"
"['COL', 48351671, 'YR2017', 311866875135.578]"
"['COL', 47625955, 'YR2016', 282720100286.228]"
"['COL', 47119728, 'YR2015', 293492370228.844]"
"['COL', 46677947, 'YR2014', 381240864422.407]"
"['COL', 46237930, 'YR2013', 382093697077.685]"
"['COL', 45782417, 'YR2012', 370691143086.755]"
"['COL', 45308899, 'YR2011', 334966134865.3]"
"['COL', 44816108, 'YR2010', 286498534094.963]"
"['COM', None, 'YR2023', None]"
"['COM', 836774, 'YR2022', 1242519407.27815]"
"['COM', 821625, 'YR2021', 1296089479.45831]"
"['COM', 806166, 'YR2020', 1225039195.93742]"
"['COM', 790986, 'YR2019', 1195019531.03664]"
"['COM', 776313, 'YR2018', 1188797449.96029]"
"['COM', 761664, 'YR2017', 1077439756.12221]"
"['COM', 746232, 'YR2016', 1012835492.51575]"
"['COM', 730216, 'YR2015', 966029599.801228]"
"['COM', 714612, 'YR2014', 1149587659.74502]"
"['COM', 699393, 'YR2013', 1116224107.17116]"
"['COM', 684553, 'YR2012', 1015843491.24635]"
"['COM', 670071, 'YR2011', 1023086272.69622]"
"['COM', 656024, 'YR2010', 907978731.702123]"
"['COG', None, 'YR2023', None]"
"['COG', 5970424, 'YR2022', 15816996654.5788]"
"['COG', 5835806, 'YR2021', 14825708810.7046]"
"['COG', 5702174, 'YR2020', 11468608530.2038]"
"['COG', 5570733, 'YR2019', 13976661497.841]"
"['COG', 5441062, 'YR2018', 14773806078.1348]"
"['COG', 5312340, 'YR2017', 11834406800.8818]"
"['COG', 5186824, 'YR2016', 10931247264.8116]"
"['COG', 5064386, 'YR2015', 12434829581.0287]"
"['COG', 4944861, 'YR2014', 17919224179.5609]"
"['COG', 4828066, 'YR2013', 17958720699.0868]"
"['COG', 4713257, 'YR2012', 17692911296.3044]"
"['COG', 4584216, 'YR2011', 15655383576.6515]"
"['COG', 4437884, 'YR2010', 13148396211.5955]"
"['CRI', None, 'YR2023', None]"
"['CRI', 5180829, 'YR2022', 69243626028.6696]"
"['CRI', 5153957, 'YR2021', 64960725734.2362]"
"['CRI', 5123105, 'YR2020', 62395610760.3912]"
"['CRI', 5084532, 'YR2019', 64417670521.1842]"
"['CRI', 5040734, 'YR2018', 62420164991.5374]"
"['CRI', 4993842, 'YR2017', 60516044657.2254]"
"['CRI', 4945205, 'YR2016', 58847019609.6549]"
"['CRI', 4895242, 'YR2015', 56441920821.0806]"
"['CRI', 4844288, 'YR2014', 52016408951.8225]"
"['CRI', 4791535, 'YR2013', 50949668840.8692]"
"['CRI', 4736593, 'YR2012', 47231655431.1389]"
"['CRI', 4679926, 'YR2011', 42762613699.9524]"
"['CRI', 4622252, 'YR2010', 37658614803.848]"
"['CIV', None, 'YR2023', None]"
"['CIV', 28160542, 'YR2022', 70018715016.8293]"
"['CIV', 27478249, 'YR2021', 71811075955.078]"
"['CIV', 26811790, 'YR2020', 62982768371.6208]"
"['CIV', 26147551, 'YR2019', 59898479821.2323]"
"['CIV', 25493988, 'YR2018', 58522477744.5444]"
"['CIV', 24848016, 'YR2017', 52512344033.7688]"
"['CIV', 24213622, 'YR2016', 48407761031.9226]"
"['CIV', 23596741, 'YR2015', 45815005170.815]"
"['CIV', 22995555, 'YR2014', 48843005625.5796]"
"['CIV', 22469268, 'YR2013', 42760235497.5958]"
"['CIV', 22010712, 'YR2012', 36302302845.3012]"
"['CIV', 21562914, 'YR2011', 36693710823.1998]"
"['CIV', 21120042, 'YR2010', 34936307964.5293]"
"['HRV', None, 'YR2023', None]"
"['HRV', 3855600, 'YR2022', 71600049650.195]"
"['HRV', 3879000, 'YR2021', 69081236641.2469]"
"['HRV', 4047680, 'YR2020', 57760024673.9359]"
"['HRV', 4065253, 'YR2019', 61470295887.8384]"
"['HRV', 4087843, 'YR2018', 61481309636.1289]"
"['HRV', 4124531, 'YR2017', 56061675144.3829]"
"['HRV', 4174349, 'YR2016', 52512987755.9635]"
"['HRV', 4203604, 'YR2015', 50857353544.2847]"
"['HRV', 4238389, 'YR2014', 59342363988.804]"
"['HRV', 4255689, 'YR2013', 59491066217.9088]"
"['HRV', 4267558, 'YR2012', 57354547991.2213]"
"['HRV', 4280622, 'YR2011', 62736258335.3541]"
"['HRV', 4295427, 'YR2010', 58819429750.2234]"
"['CUB', None, 'YR2023', None]"
"['CUB', 11212191, 'YR2022', None]"
"['CUB', 11256372, 'YR2021', None]"
"['CUB', 11300698, 'YR2020', 107351800000]"
"['CUB', 11316697, 'YR2019', 103427600000]"
"['CUB', 11328244, 'YR2018', 100050036096.123]"
"['CUB', 11336405, 'YR2017', 96850649691.7406]"
"['CUB', 11342012, 'YR2016', 91370407863.7]"
"['CUB', 11339894, 'YR2015', 87132800000]"
"['CUB', 11332026, 'YR2014', 80656100000]"
"['CUB', 11321579, 'YR2013', 77148000000]"
"['CUB', 11309290, 'YR2012', 73141000000]"
"['CUB', 11298710, 'YR2011', 68990000000]"
"['CUB', 11290417, 'YR2010', 59562962962.963]"
"['CYP', None, 'YR2023', None]"
"['CYP', 1251488, 'YR2022', 29250524418.0855]"
"['CYP', 1244188, 'YR2021', 29482917678.8954]"
"['CYP', 1237537, 'YR2020', 25227201184.2295]"
"['CYP', 1228836, 'YR2019', 25947027570.4262]"
"['CYP', 1218831, 'YR2018', 25523485042.6265]"
"['CYP', 1208523, 'YR2017', 22870678689.4802]"
"['CYP', 1197881, 'YR2016', 20952955488.0836]"
"['CYP', 1187280, 'YR2015', 19842492366.5477]"
"['CYP', 1176995, 'YR2014', 23155988617.4023]"
"['CYP', 1166968, 'YR2013', 23899444182.51]"
"['CYP', 1156556, 'YR2012', 24977293926.2891]"
"['CYP', 1145086, 'YR2011', 27564931919.4782]"
"['CYP', 1129686, 'YR2010', 25732125693.847]"
"['CZE', None, 'YR2023', None]"
"['CZE', 10672118, 'YR2022', 290565654835.809]"
"['CZE', 10505772, 'YR2021', 281791218507.1]"
"['CZE', 10697858, 'YR2020', 245974558654.043]"
"['CZE', 10671870, 'YR2019', 252548179964.897]"
"['CZE', 10629928, 'YR2018', 249000540729.179]"
"['CZE', 10594438, 'YR2017', 218628940951.675]"
"['CZE', 10566332, 'YR2016', 196272068576.338]"
"['CZE', 10546059, 'YR2015', 188033050459.881]"
"['CZE', 10525347, 'YR2014', 209358834156.329]"
"['CZE', 10514272, 'YR2013', 211685616592.931]"
"['CZE', 10510785, 'YR2012', 208857719320.649]"
"['CZE', 10496088, 'YR2011', 229562733398.948]"
"['CZE', 10474410, 'YR2010', 209069940963.177]"
"['DNK', None, 'YR2023', None]"
"['DNK', 5903037, 'YR2022', 400167196948.707]"
"['DNK', 5856733, 'YR2021', 405687998852.691]"
"['DNK', 5831404, 'YR2020', 354762748338.661]"
"['DNK', 5814422, 'YR2019', 346498737961.635]"
"['DNK', 5793636, 'YR2018', 356841216410.068]"
"['DNK', 5764980, 'YR2017', 332121063806.391]"
"['DNK', 5728010, 'YR2016', 313115929314.339]"
"['DNK', 5683483, 'YR2015', 302673070846.857]"
"['DNK', 5643475, 'YR2014', 352993631617.708]"
"['DNK', 5614932, 'YR2013', 343584391647.927]"
"['DNK', 5591572, 'YR2012', 327148943812.137]"
"['DNK', 5570572, 'YR2011', 344003137611.271]"
"['DNK', 5547683, 'YR2010', 321995279401.502]"
"['DJI', None, 'YR2023', None]"
"['DJI', 1120849, 'YR2022', 3515108859.95465]"
"['DJI', 1105557, 'YR2021', 3385825228.86997]"
"['DJI', 1090156, 'YR2020', 3185150981.03207]"
"['DJI', 1073994, 'YR2019', 3088853638.56832]"
"['DJI', 1057198, 'YR2018', 2913466732.12507]"
"['DJI', 1040233, 'YR2017', 2762581334.22612]"
"['DJI', 1023261, 'YR2016', 2604955228.70117]"
"['DJI', 1006259, 'YR2015', 2424391785.43897]"
"['DJI', 989087, 'YR2014', 2214679081.25658]"
"['DJI', 971753, 'YR2013', 2042817162.85639]"
"['DJI', 954297, 'YR2012', 1353632941.5207]"
"['DJI', 936811, 'YR2011', 1239144501.77525]"
"['DJI', 919199, 'YR2010', 1128611700.3618]"
"['DMA', None, 'YR2023', None]"
"['DMA', 72737, 'YR2022', 607440740.740741]"
"['DMA', 72412, 'YR2021', 555266666.666667]"
"['DMA', 71995, 'YR2020', 504214814.814815]"
"['DMA', 71428, 'YR2019', 611537037.037037]"
"['DMA', 70823, 'YR2018', 554770370.37037]"
"['DMA', 70403, 'YR2017', 521551851.851852]"
"['DMA', 70075, 'YR2016', 576229629.62963]"
"['DMA', 70007, 'YR2015', 540737037.037037]"
"['DMA', 69371, 'YR2014', 520429629.62963]"
"['DMA', 68819, 'YR2013', 498296296.296296]"
"['DMA', 68888, 'YR2012', 485996296.296296]"
"['DMA', 68742, 'YR2011', 501025925.925926]"
"['DMA', 68755, 'YR2010', 493825925.925926]"
"['DOM', None, 'YR2023', None]"
"['DOM', 11228821, 'YR2022', 113537368176.13]"
"['DOM', 11117873, 'YR2021', 94243425938.3647]"
"['DOM', 10999664, 'YR2020', 78844656298.1776]"
"['DOM', 10881882, 'YR2019', 88941372558.2397]"
"['DOM', 10765531, 'YR2018', 85555390139.118]"
"['DOM', 10647244, 'YR2017', 79998046305.79]"
"['DOM', 10527592, 'YR2016', 75704647877.6559]"
"['DOM', 10405832, 'YR2015', 71164826836.5281]"
"['DOM', 10282115, 'YR2014', 67179955677.2791]"
"['DOM', 10157051, 'YR2013', 62682159338.0354]"
"['DOM', 10030882, 'YR2012', 60681535652.5373]"
"['DOM', 9903737, 'YR2011', 58029773599.455]"
"['DOM', 9775755, 'YR2010', 53860187257.9593]"
"['ECU', None, 'YR2023', None]"
"['ECU', 18001000, 'YR2022', 115049476000]"
"['ECU', 17797737, 'YR2021', 106165866000]"
"['ECU', 17588595, 'YR2020', 99291124000]"
"['ECU', 17343740, 'YR2019', 108108009000]"
"['ECU', 17015672, 'YR2018', 107562008000]"
"['ECU', 16696944, 'YR2017', 104295862000]"
"['ECU', 16439585, 'YR2016', 99937696000]"
"['ECU', 16195902, 'YR2015', 99290381000]"
"['ECU', 15957994, 'YR2014', 101726331000]"
"['ECU', 15722989, 'YR2013', 95129659000]"
"['ECU', 15483883, 'YR2012', 87924544000]"
"['ECU', 15237728, 'YR2011', 79276664000]"
"['ECU', 14989585, 'YR2010', 69555367000]"
"['EGY', None, 'YR2023', None]"
"['EGY', 110990103, 'YR2022', 476747720364.742]"
"['EGY', 109262178, 'YR2021', 424671765455.704]"
"['EGY', 107465134, 'YR2020', 383817841547.099]"
"['EGY', 105618671, 'YR2019', 318678815489.749]"
"['EGY', 103740765, 'YR2018', 262588632526.73]"
"['EGY', 101789386, 'YR2017', 248362771739.13]"
"['EGY', 99784030, 'YR2016', 332441717791.411]"
"['EGY', 97723799, 'YR2015', 329366576819.407]"
"['EGY', 95592324, 'YR2014', 305595408895.265]"
"['EGY', 93377890, 'YR2013', 288434108527.132]"
"['EGY', 91240376, 'YR2012', 279116666666.667]"
"['EGY', 89200054, 'YR2011', 235989672977.625]"
"['EGY', 87252413, 'YR2010', 218983666061.706]"
"['SLV', None, 'YR2023', None]"
"['SLV', 6336392, 'YR2022', 32488720000]"
"['SLV', 6314167, 'YR2021', 29451240000]"
"['SLV', 6292731, 'YR2020', 24930080000]"
"['SLV', 6280217, 'YR2019', 26881140000]"
"['SLV', 6276342, 'YR2018', 26020850000]"
"['SLV', 6266654, 'YR2017', 24979190000]"
"['SLV', 6250510, 'YR2016', 24191430000]"
"['SLV', 6231066, 'YR2015', 23438240000]"
"['SLV', 6209526, 'YR2014', 22593470000]"
"['SLV', 6185642, 'YR2013', 21990960000]"
"['SLV', 6161289, 'YR2012', 21386150000]"
"['SLV', 6137349, 'YR2011', 20283780000]"
"['SLV', 6114034, 'YR2010', 18447920000]"
"['GNQ', None, 'YR2023', None]"
"['GNQ', 1674908, 'YR2022', 12029633746.519]"
"['GNQ', 1634466, 'YR2021', 12104994084.4108]"
"['GNQ', 1596049, 'YR2020', 9893816016.147]"
"['GNQ', 1553031, 'YR2019', 11364133546.2488]"
"['GNQ', 1502091, 'YR2018', 13097012124.2267]"
"['GNQ', 1450694, 'YR2017', 12200913887.6419]"
"['GNQ', 1398927, 'YR2016', 11240808846.6928]"
"['GNQ', 1346973, 'YR2015', 13185496881.4055]"
"['GNQ', 1295183, 'YR2014', 21765453081.9826]"
"['GNQ', 1243941, 'YR2013', 21948834283.7856]"
"['GNQ', 1193636, 'YR2012', 22388344143.9131]"
"['GNQ', 1144588, 'YR2011', 21357343668.9447]"
"['GNQ', 1094524, 'YR2010', 16314443436.2903]"
"['ERI', None, 'YR2023', None]"
"['ERI', 3684032, 'YR2022', None]"
"['ERI', 3620312, 'YR2021', None]"
"['ERI', 3555868, 'YR2020', None]"
"['ERI', 3498818, 'YR2019', None]"
"['ERI', 3445374, 'YR2018', None]"
"['ERI', 3396933, 'YR2017', None]"
"['ERI', 3365287, 'YR2016', None]"
"['ERI', 3340006, 'YR2015', None]"
"['ERI', 3323425, 'YR2014', None]"
"['ERI', 3296367, 'YR2013', None]"
"['ERI', 3252596, 'YR2012', None]"
"['ERI', 3207570, 'YR2011', 2065001626.01626]"
"['ERI', 3147727, 'YR2010', 1589515447.15447]"
"['EST', None, 'YR2023', None]"
"['EST', 1348840, 'YR2022', 38100812958.5196]"
"['EST', 1330932, 'YR2021', 37191166151.98]"
"['EST', 1329522, 'YR2020', 31370395572.7658]"
"['EST', 1326898, 'YR2019', 31081901909.2156]"
"['EST', 1321977, 'YR2018', 30624720196.229]"
"['EST', 1317384, 'YR2017', 26924385103.0659]"
"['EST', 1315790, 'YR2016', 24072829276.7744]"
"['EST', 1315407, 'YR2015', 22890762090.1508]"
"['EST', 1314545, 'YR2014', 26634083965.0987]"
"['EST', 1317997, 'YR2013', 25115753366.1114]"
"['EST', 1322696, 'YR2012', 23019150071.1867]"
"['EST', 1327439, 'YR2011', 23213994093.4631]"
"['EST', 1331475, 'YR2010', 19523477325.6235]"
"['ETH', None, 'YR2023', None]"
"['ETH', 123379924, 'YR2022', 126783471597.671]"
"['ETH', 120283026, 'YR2021', 111261882958.426]"
"['ETH', 117190911, 'YR2020', 107657734392.446]"
"['ETH', 114120594, 'YR2019', 95912607722.3032]"
"['ETH', 111129438, 'YR2018', 84269196625.8784]"
"['ETH', 108197950, 'YR2017', 81770886825.6048]"
"['ETH', 105293228, 'YR2016', 74296745207.8721]"
"['ETH', 102471895, 'YR2015', 64589328550.5953]"
"['ETH', 99746766, 'YR2014', 55612228233.5179]"
"['ETH', 97084366, 'YR2013', 47648276605.0123]"
"['ETH', 94451280, 'YR2012', 43310721414.0829]"
"['ETH', 91817929, 'YR2011', 31952763089.33]"
"['ETH', 89237791, 'YR2010', 29933790334.3418]"
"['FRO', None, 'YR2023', None]"
"['FRO', 53090, 'YR2022', 3555929833.05051]"
"['FRO', 52889, 'YR2021', 3655063937.93145]"
"['FRO', 52415, 'YR2020', 3262045883.37293]"
"['FRO', 51681, 'YR2019', 3266432734.22819]"
"['FRO', 50955, 'YR2018', 3188600927.46688]"
"['FRO', 50230, 'YR2017', 2980057377.87967]"
"['FRO', 49500, 'YR2016', 2813278868.78208]"
"['FRO', 48816, 'YR2015', 2573905971.05459]"
"['FRO', 48465, 'YR2014', 2914012679.27277]"
"['FRO', 48418, 'YR2013', 2690110520.92548]"
"['FRO', 48392, 'YR2012', 2427200388.91831]"
"['FRO', 48386, 'YR2011', 2505740669.27039]"
"['FRO', 48410, 'YR2010', 2331796784.36009]"
"['FJI', None, 'YR2023', None]"
"['FJI', 929766, 'YR2022', 4979979546.0123]"
"['FJI', 924610, 'YR2021', 4305031630.81808]"
"['FJI', 920422, 'YR2020', 4432466237.09588]"
"['FJI', 918465, 'YR2019', 5444407214.31758]"
"['FJI', 918996, 'YR2018', 5581425324.91185]"
"['FJI', 919019, 'YR2017', 5353469171.0611]"
"['FJI', 918371, 'YR2016', 4930213634.35692]"
"['FJI', 917200, 'YR2015', 4682479912.05203]"
"['FJI', 915560, 'YR2014', 4857104791.00386]"
"['FJI', 913453, 'YR2013', 4189967998.51424]"
"['FJI', 911059, 'YR2012', 3972028104.47328]"
"['FJI', 908355, 'YR2011', 3779411899.37483]"
"['FJI', 905169, 'YR2010', 3140166712.79624]"
"['FIN', None, 'YR2023', None]"
"['FIN', 5556106, 'YR2022', 282649838009.729]"
"['FIN', 5541017, 'YR2021', 296470417085.267]"
"['FIN', 5529543, 'YR2020', 271886077382.102]"
"['FIN', 5521606, 'YR2019', 268514916972.549]"
"['FIN', 5515525, 'YR2018', 275708001767.843]"
"['FIN', 5508214, 'YR2017', 255647979916.471]"
"['FIN', 5495303, 'YR2016', 240771351298.833]"
"['FIN', 5479531, 'YR2015', 234534382384.766]"
"['FIN', 5461512, 'YR2014', 274862826772.156]"
"['FIN', 5438972, 'YR2013', 271362405890.589]"
"['FIN', 5413971, 'YR2012', 258290060227.734]"
"['FIN', 5388272, 'YR2011', 275604356167.316]"
"['FIN', 5363352, 'YR2010', 249424310816.667]"
"['FRA', None, 'YR2023', None]"
"['FRA', 67971311, 'YR2022', 2779092236505.85]"
"['FRA', 67764304, 'YR2021', 2959355819170.5]"
"['FRA', 67571107, 'YR2020', 2647418691598.45]"
"['FRA', 67388001, 'YR2019', 2728870246705.88]"
"['FRA', 67158348, 'YR2018', 2790956878746.66]"
"['FRA', 66918020, 'YR2017', 2595151045197.65]"
"['FRA', 66724104, 'YR2016', 2472964344587.17]"
"['FRA', 66548272, 'YR2015', 2439188643162.5]"
"['FRA', 66312067, 'YR2014', 2855964488590.19]"
"['FRA', 66002289, 'YR2013', 2811876903329.03]"
"['FRA', 65662240, 'YR2012', 2683671716967.19]"
"['FRA', 65345233, 'YR2011', 2865157541994.17]"
"['FRA', 65030575, 'YR2010', 2645187882116.67]"
"['PYF', None, 'YR2023', None]"
"['PYF', 306279, 'YR2022', 5814661208.90544]"
"['PYF', 304032, 'YR2021', 6150640646.38319]"
"['PYF', 301920, 'YR2020', 5792545870.80614]"
"['PYF', 299717, 'YR2019', 6022276196.13871]"
"['PYF', 297606, 'YR2018', 6135116253.33452]"
"['PYF', 295450, 'YR2017', 5833352692.7995]"
"['PYF', 293541, 'YR2016', 5497036476.8031]"
"['PYF', 291787, 'YR2015', 5325846361.81186]"
"['PYF', 289873, 'YR2014', 6151996560.84289]"
"['PYF', 288032, 'YR2013', 6031827122.60663]"
"['PYF', 286584, 'YR2012', 5692858099.00217]"
"['PYF', 285265, 'YR2011', 6203940036.91982]"
"['PYF', 283788, 'YR2010', 6086644798.55982]"
"['GAB', None, 'YR2023', None]"
"['GAB', 2388992, 'YR2022', 21071739224.8918]"
"['GAB', 2341179, 'YR2021', 20217946922.4528]"
"['GAB', 2292573, 'YR2020', 15314577154.8076]"
"['GAB', 2242785, 'YR2019', 16874405465.391]"
"['GAB', 2192012, 'YR2018', 16867326401.9626]"
"['GAB', 2140215, 'YR2017', 14929487485.1623]"
"['GAB', 2086206, 'YR2016', 14023890265.3665]"
"['GAB', 2028517, 'YR2015', 14383107762.6952]"
"['GAB', 1966855, 'YR2014', 18203966895.8433]"
"['GAB', 1902226, 'YR2013', 17595744798.3398]"
"['GAB', 1836705, 'YR2012', 17170464016.0593]"
"['GAB', 1772500, 'YR2011', 18210307743.5816]"
"['GAB', 1711105, 'YR2010', 14372593020.2885]"
"['GMB', None, 'YR2023', None]"
"['GMB', 2705992, 'YR2022', 2187194563.48605]"
"['GMB', 2639916, 'YR2021', 2038414968.60683]"
"['GMB', 2573995, 'YR2020', 1812170891.19069]"
"['GMB', 2508883, 'YR2019', 1813609692.49994]"
"['GMB', 2444916, 'YR2018', 1670671327.81651]"
"['GMB', 2381182, 'YR2017', 1504909462.69521]"
"['GMB', 2317206, 'YR2016', 1484578885.97132]"
"['GMB', 2253133, 'YR2015', 1378176608.93204]"
"['GMB', 2189019, 'YR2014', 1229461721.40861]"
"['GMB', 2124869, 'YR2013', 1375609453.43746]"
"['GMB', 2061014, 'YR2012', 1415004738.26621]"
"['GMB', 1998212, 'YR2011', 1409693596.93594]"
"['GMB', 1937275, 'YR2010', 1543294926.87301]"
"['GEO', None, 'YR2023', None]"
"['GEO', 3712502, 'YR2022', 24780791063.7131]"
"['GEO', 3708610, 'YR2021', 18629365612.096]"
"['GEO', 3722716, 'YR2020', 15842922532.7202]"
"['GEO', 3720161, 'YR2019', 17470436258.5131]"
"['GEO', 3726549, 'YR2018', 17596922469.9152]"
"['GEO', 3728004, 'YR2017', 16242645072.2881]"
"['GEO', 3727505, 'YR2016', 15141598622.5692]"
"['GEO', 3725276, 'YR2015', 14953673796.1929]"
"['GEO', 3719414, 'YR2014', 17627332900.2581]"
"['GEO', 3717668, 'YR2013', 17190068235.7892]"
"['GEO', 3728874, 'YR2012', 16488822461.4203]"
"['GEO', 3756441, 'YR2011', 15107486236.2474]"
"['GEO', 3786695, 'YR2010', 12243217070.5734]"
"['DEU', None, 'YR2023', None]"
"['DEU', 83797985, 'YR2022', 4082469490797.68]"
"['DEU', 83196078, 'YR2021', 4278503934689.85]"
"['DEU', 83160871, 'YR2020', 3887727161914.41]"
"['DEU', 83092962, 'YR2019', 3889177589254.9]"
"['DEU', 82905782, 'YR2018', 3974443355019.6]"
"['DEU', 82657002, 'YR2017', 3690849152517.65]"
"['DEU', 82348669, 'YR2016', 3469853463945.53]"
"['DEU', 81686611, 'YR2015', 3357585719351.56]"
"['DEU', 80982500, 'YR2014', 3889093051023.52]"
"['DEU', 80645605, 'YR2013', 3733804649549.03]"
"['DEU', 80425823, 'YR2012', 3527143188785.16]"
"['DEU', 80274983, 'YR2011', 3749314991050.59]"
"['DEU', 81776930, 'YR2010', 3399667820000.01]"
"['GHA', None, 'YR2023', None]"
"['GHA', 33475870, 'YR2022', 73766052451.5256]"
"['GHA', 32833031, 'YR2021', 79524421861.2743]"
"['GHA', 32180401, 'YR2020', 70043095503.6675]"
"['GHA', 31522290, 'YR2019', 68337974418.3315]"
"['GHA', 30870641, 'YR2018', 67298913752.0241]"
"['GHA', 30222262, 'YR2017', 60405920071.5652]"
"['GHA', 29554303, 'YR2016', 56164928691.0359]"
"['GHA', 28870939, 'YR2015', 49406009811.9819]"
"['GHA', 28196358, 'YR2014', 54783320576.8882]"
"['GHA', 27525597, 'YR2013', 62824629066.0408]"
"['GHA', 26858762, 'YR2012', 41271701060.954]"
"['GHA', 26205941, 'YR2011', 39336668080.559]"
"['GHA', 25574719, 'YR2010', 32197655566.5347]"
"['GIB', None, 'YR2023', None]"
"['GIB', 32649, 'YR2022', None]"
"['GIB', 32669, 'YR2021', None]"
"['GIB', 32709, 'YR2020', None]"
"['GIB', 32685, 'YR2019', None]"
"['GIB', 32648, 'YR2018', None]"
"['GIB', 32602, 'YR2017', None]"
"['GIB', 32565, 'YR2016', None]"
"['GIB', 32520, 'YR2015', None]"
"['GIB', 32452, 'YR2014', None]"
"['GIB', 32411, 'YR2013', None]"
"['GIB', 32160, 'YR2012', None]"
"['GIB', 31701, 'YR2011', None]"
"['GIB', 31262, 'YR2010', None]"
"['GRC', None, 'YR2023', None]"
"['GRC', 10426919, 'YR2022', 217581324512.059]"
"['GRC', 10569207, 'YR2021', 214667807441.202]"
"['GRC', 10698599, 'YR2020', 188480337285.605]"
"['GRC', 10721582, 'YR2019', 205252760889.364]"
"['GRC', 10732882, 'YR2018', 212049447242.111]"
"['GRC', 10754679, 'YR2017', 199844406013.531]"
"['GRC', 10775971, 'YR2016', 193148146586.933]"
"['GRC', 10820883, 'YR2015', 195683527003.375]"
"['GRC', 10892413, 'YR2014', 235458133124.608]"
"['GRC', 10965211, 'YR2013', 238907690051.13]"
"['GRC', 11045011, 'YR2012', 242029307133.408]"
"['GRC', 11104899, 'YR2011', 282995942006.557]"
"['GRC', 11121341, 'YR2010', 297124961971.501]"
"['GRL', None, 'YR2023', None]"
"['GRL', 56661, 'YR2022', None]"
"['GRL', 56653, 'YR2021', 3235809504.29871]"
"['GRL', 56367, 'YR2020', 3082884653.2456]"
"['GRL', 56225, 'YR2019', 2997309971.87623]"
"['GRL', 56023, 'YR2018', 3055782146.15957]"
"['GRL', 56172, 'YR2017', 2851613679.03433]"
"['GRL', 56186, 'YR2016', 2707139544.46695]"
"['GRL', 56114, 'YR2015', 2499113022.81675]"
"['GRL', 56295, 'YR2014', 2842065708.35962]"
"['GRL', 56483, 'YR2013', 2684946990.12448]"
"['GRL', 56810, 'YR2012', 2609678486.36749]"
"['GRL', 56890, 'YR2011', 2684461375.46585]"
"['GRL', 56905, 'YR2010', 2503167187.49305]"
